OBJECTID,Statistical Areas Level 2 2021 code,Statistical Areas Level 2 2021 name,Area in square kilometres,Uniform Resource Identifier,Personal income: Employee income earners (no.) (Data year: 2020),Personal income: Employee income earners: Median age (years) (Data year: 2020),Personal income: Total employee income ($m) (Data year: 2020),Personal income: Median employee income ($) (Data year: 2020),Personal income: Mean employee income ($) (Data year: 2020),Personal income: Employee income as main source of income (%) (Data year: 2020),Personal income: Own unincorporated business income earners (no.) (Data year: 2020),Personal income: Own unincorporated business income earners: Median age (years) (Data year: 2020),Personal income: Total own unincorporated business income ($m) (Data year: 2020),Personal income: Median own unincorporated business income ($) (Data year: 2020),Personal income: Mean own unincorporated business income ($) (Data year: 2020),Personal income: Own unincorporated business income as main source of income (%) (Data year: 2020),Personal income: Investment income earners (no.) (Data year: 2020),Personal income: Investment income earners: Median age (years) (Data year: 2020),Personal income: Total investment income ($m) (Data year: 2020),Personal income: Median investment income ($) (Data year: 2020),Personal income: Mean investment income ($) (Data year: 2020),Personal income: Investment income as main source of income (%) (Data year: 2020),Personal income: Superannuation and annuity income earners (no.) (Data year: 2020),Personal income: Superannuation and annuity income earners: Median age (years) (Data year: 2020),Personal income: Total superannuation and annuity income ($m) (Data year: 2020),Personal income: Median superannuation and annuity income ($) (Data year: 2020),Personal income: Mean superannuation and annuity income ($) (Data year: 2020),Personal income: Superannuation and annuity income as main source of income (%) (Data year: 2020),Personal income: Total income earners (excl. Government pensions and allowances)(no.) (Data year: 2020),Personal income: Total income earners (excl. Government pensions and allowances): Median age (years) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances) ($m) (Data year: 2020),Personal income: Median total income (excl. Government pensions and allowances) ($) (Data year: 2020),Personal income: Mean total income (excl. Government pensions and allowances) ($) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): p80/P20 ratio (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): p80/P50 ratio (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): p20/P50 ratio (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): p10/P50 ratio (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Gini coefficient (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Income share of top 1% of earners (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Income share of top 5% of earners (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Income share of top 10% of earners (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Lowest Quartile (%) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Second Quartile (%) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Third Quartile (%) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Highest Quartile (%) (Data year: 2020),Persons who reported gross capital gains (no.) (Data year: 2022),Total value of gross capital gains ($m) (Data year: 2022),Median value of gross capital gains ($) (Data year: 2022),Mean value of gross capital gains ($) (Data year: 2022),Total personal income: Persons earning $1-$499 per week (%) (Data year: 2021),Total personal income: Persons earning $500-$999 per week (%) (Data year: 2021),Total personal income: Persons earning $1000-$1999 per week (%) (Data year: 2021),Total personal income: Persons earning $2000-$2999 per week (%) (Data year: 2021),Total personal income: Persons earning $3000 or more per week (%) (Data year: 2021),Total personal income: Persons earning nil income (%) (Data year: 2021),Total personal income: Persons with a negative income (%) (Data year: 2021),Total personal income: Income inadequately described/not stated (%) (Data year: 2021),Median equivalised total household income (weekly) ($) (Data year: 2021),Equivalised total household income: $1-$499 per week (%) (Data year: 2021),Equivalised total household income: $500-$999 per week (%) (Data year: 2021),Equivalised total household income: $1000-$1999 per week (%) (Data year: 2021),Equivalised total household income: $2000-$2999 per week (%) (Data year: 2021),Equivalised total household income: $3000 or more per week (%) (Data year: 2021),Equivalised total household income: Nil income (%) (Data year: 2021),Equivalised total household income: Partial income stated (%) (Data year: 2021),Equivalised total household income: All incomes not stated (%) (Data year: 2021),globalid,Shape__Area,Shape__Length
750,205051099,Alps - West,2955.6802,https://linked.data.gov.au/dataset/asgsed3/SA2/205051099,8,58,0.2,17600,26570,33.3,11,57,0.1,-729,9002,16.7,,,,,,,,,,,,,19,59,0.5,10949,25535,,,,,,,,,,,,,,,,,26.1,17.4,,,,,21.7,26.1,574,37.5,,37.5,,,,,,9b4d5c4b-aeb8-447a-9ced-4e0ae91de7a0,0.300965078974514,3.41129962205402
181,109011173,Albury - North,24.1552,https://linked.data.gov.au/dataset/asgsed3/SA2/109011173,5180,39,277.2,49740,53517,81.2,645,48,14.7,12813,22843,5.9,3407,49,19.3,134,5662,10.6,183,58,4,13465,21762,1.9,5651,43,303.9,48412,53782,4.46,1.68,0.38,0.14,0.418,5.4,16.5,26.9,26.3,28.1,29.4,16.3,503,18.9,2095,37673,27.2,26.5,25.7,4.4,1.6,5.3,0.7,8.7,888,20.7,31.3,33,5.2,1.6,1.3,4.8,2.2,5cfae0ff-7eda-4063-9166-c46a09a75910,0.00241564155976448,0.278710338419019
679,202031033,Loddon,6193.3066,https://linked.data.gov.au/dataset/asgsed3/SA2/202031033,2692,44,126.9,42159,47125,60.9,1273,57,41.2,20233,32346,21,2490,54,17,380,6818,15.7,109,57,2.3,10000,21291,1.9,3623,51,180.7,41140,49869,6.33,1.84,0.29,0.07,0.51,7.4,21.3,33,33.2,27.6,24.5,14.6,389,22.5,6514,57842,32.8,23.7,18.2,2.6,1.2,6.5,1,14,689,29.4,33.4,21.5,3.2,1.6,2.3,4.7,3.9,e6b4d613-035c-4476-ae5b-2dff69dd9317,0.621704233104992,4.96682965983351
673,202021027,Castlemaine,83.9291,https://linked.data.gov.au/dataset/asgsed3/SA2/202021027,4656,45,255.1,48211,54788,67.7,1258,51,23.1,9190,18365,11,4159,53,35.2,308,8457,18.3,171,61,4.6,13596,26998,2,5750,50,306.6,43908,53324,6.06,1.91,0.32,0.12,0.47,6.2,18.4,29.8,31.1,26.9,23.5,18.5,780,50.4,3954,64667,26.9,24.2,21.4,5.2,2.6,4.8,0.6,14.5,822,22.5,32.2,28.3,6,2.4,1.5,4.4,2.4,654ca671-44ad-4232-9b02-31e8adcea354,0.0085054974583727,0.533098218216155
15,101041020,Bega-Eden Hinterland,4709.8265,https://linked.data.gov.au/dataset/asgsed3/SA2/101041020,4225,46,204.8,41671,48475,64.8,1567,55,10.7,3946,6850,13,3877,55,26.2,264,6756,17.1,287,60,10.6,26883,36865,4,5466,51,243.3,36508,44504,7.29,1.99,0.27,0.05,0.53,6.6,19.9,32.3,37.2,28.8,20.6,13.4,558,35.6,6734,63821,31.5,26.5,20.4,3.7,1.6,6.5,0.9,9,769,24.6,33.7,25.4,4.4,1.8,2,5.9,2,8eb68228-366c-4796-ae57-5ea0ccf40996,0.476351196663472,7.68360135630277
656,201021010,Creswick - Clunes,856.7892,https://linked.data.gov.au/dataset/asgsed3/SA2/201021010,3629,44,197.8,48348,54493,70.9,1025,53,13.8,6896,13475,11.5,2894,51,33.7,165,11644,15.7,101,59,3.2,18901,32144,1.3,4325,48,236.4,44642,54662,5.68,1.83,0.32,0.11,0.495,10.3,22.2,32.9,30.2,27,25.6,17.2,439,21,3233,47948,30.4,24.7,21.6,4,2.4,7,0.7,9.2,797,23.9,32.1,27.3,4.8,2.5,1.7,5,2.7,dd5c6c3f-09d0-4fc6-89eb-01dea93cf72e,0.0871351638561464,1.92476591555519
650,201011008,Wendouree - Miners Rest,67.5736,https://linked.data.gov.au/dataset/asgsed3/SA2/201011008,6995,38,365.5,48664,52257,81.5,782,44,14,9268,17882,5.3,4479,44,24,64,5367,11,199,58,5.1,13292,25650,1.7,7521,41,393.2,47627,52277,4.37,1.66,0.38,0.15,0.414,5.4,16,26.4,26.7,28.6,29.8,14.8,563,22.2,2442,39406,29.4,27.6,22.6,3.7,1.3,6.5,0.8,8,788,23.6,34.2,28.8,3.9,1.3,1.5,3.8,3,88dc9bd1-6559-4a83-9374-cc0792577d28,0.00688517022717861,0.384870827386812
773,206041118,Docklands,2.444,https://linked.data.gov.au/dataset/asgsed3/SA2/206041118,11504,32,809.1,55136,70329,83.6,1207,33,26.6,7679,22075,4.6,7511,34,66.8,80,8898,10.6,117,58,4,17382,34073,0.6,11250,33,851.5,58307,75685,5.99,1.93,0.32,0.15,0.495,9.5,22.8,33.9,25.8,20,22.7,31.5,1578,161.8,2159,102556,10.7,16.8,31.1,12.7,8.5,10.2,0.5,9.4,1451,7.7,16.7,37,17.6,12.4,5,2.7,0.6,0bd4679b-fb46-4bfd-8975-d8994c7c06c4,0.000250047873578296,0.0694885521779926
822,207021157,Doncaster,8.7738,https://linked.data.gov.au/dataset/asgsed3/SA2/207021157,11797,38,729.3,48511,61819,66.9,2135,44,54.6,13087,25571,7.9,11619,46,129.5,515,11144,22.9,283,72,9.2,25250,32523,1.3,14852,43,888.9,42538,59853,6.7,2.17,0.32,0.12,0.521,9.1,23.1,35.2,33,24.7,20.5,21.8,2614,110.6,3352,42314,24.5,21.4,24.3,7.3,4.9,12.4,0.7,4.6,1017,17.2,25.4,32.8,10,5.1,3.8,4.1,1.7,10ee7bf4-9df5-4fa6-89bd-6cbbd06da455,0.000897435541446612,0.150810617147611
1148,216031416,Shepparton - North,65.6581,https://linked.data.gov.au/dataset/asgsed3/SA2/216031416,10430,39,589.9,49525,56553,80.7,1387,48,25.7,10626,18515,5.6,7265,46,81.3,114,11184,12.4,220,53,3.9,10000,17934,1,11155,42,682.6,50636,61189,4.44,1.76,0.4,0.18,0.446,8.4,20.2,30.7,24.9,26.8,27.7,20.6,1119,58.4,2953,52177,24,25.2,26.5,5.4,3,6.3,0.9,8.5,979,17.1,29.1,34.8,7.2,3.4,1.7,4.3,2.5,58954195-b6c5-4660-a7c7-a1bef50cf3cb,0.00659116880888178,0.404167927347748
799,206061515,South Yarra - North,1.1696,https://linked.data.gov.au/dataset/asgsed3/SA2/206061515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570,308.8,2209,196691,9.6,14.9,34.6,15,11.7,5.8,0.2,8.3,1701,6.8,13.3,36.8,21.2,15.7,2.5,2.8,0.7,fdecc811-3069-4d2c-bbc8-347c7607e5b3,0.000119710519356886,0.0602527006002366
1881,407031161,Karoonda - Lameroo,10548.6359,https://linked.data.gov.au/dataset/asgsed3/SA2/407031161,1341,37,58.1,39067,43357,59.4,732,56,7.9,6504,10747,21,1198,53,8.2,471,6875,17.7,46,59,0.8,6863,18201,1.1,1740,48,71.4,38184,41048,7.62,1.91,0.25,0.03,0.611,6.2,19.5,31.8,36.9,26.6,24.7,11.8,178,18,5033,101357,30,23.3,23,2.8,2.6,5.8,1.4,10.7,769,24.7,30.7,27.4,3.7,2.7,2.7,5.1,2.6,e9cc7d8f-6fe5-4a6b-9a52-be0706cac12d,1.04432487574695,5.93494033097366
1085,213051466,Point Cook - South,9.4219,https://linked.data.gov.au/dataset/asgsed3/SA2/213051466,9555,37,706,64608,73889,84.3,1349,38,28.1,11775,20799,6.7,6695,38,11.6,17,1736,7.9,106,48,3.1,18641,29680,0.6,10274,38,724,60784,70474,4.95,1.84,0.37,0.17,0.423,4.4,15.5,26.5,22.1,21.2,24.8,31.9,1147,26.5,1482,23139,13.9,16.5,29.3,13.4,7.7,14.1,0.7,4.4,1364,7.5,19.4,44.9,16.2,5.3,1.6,4.3,0.8,dbd7fca3-c15f-4f64-baa6-1c3425da60f2,0.000965309956882265,0.125081777255779
848,208021426,Bentleigh East - North,4.5989,https://linked.data.gov.au/dataset/asgsed3/SA2/208021426,8624,42,650.5,61154,75434,77,1256,45,32.2,12422,25605,6.7,7359,45,52.6,276,7146,14.6,152,60,5.2,23325,34351,1,9631,44,704.3,57987,73125,5.66,1.97,0.35,0.14,0.469,6.1,18.9,30.7,24.2,21.6,22.7,31.5,1522,61,2350,40050,22,17.8,25.9,11,8.6,10.3,0.5,3.9,1285,13.2,20.8,35.4,16.4,7.1,2,3.9,1.3,be8d9f4a-1975-4b23-97ab-5253d9ddb91a,0.000471205536086927,0.0932315746843928
836,208011170,Brighton East,5.6083,https://linked.data.gov.au/dataset/asgsed3/SA2/208011170,8208,44,798.1,63226,97232,63.2,1497,50,68.3,14031,45603,6.9,8518,50,211.3,,24812,27.7,251,70,8.2,25295,32854,1.2,10296,48,1042.8,63091,101287,7.38,2.35,0.32,0.14,0.56,10.8,27.7,40.1,23.9,20,17.7,38.5,2219,149.2,4423,67239,18.9,15.3,22.7,9.8,16.3,10.4,0.7,5.7,1599,10.2,16.4,30.2,19.5,15.5,2,4.6,1.5,c7c42b7d-6bb2-42ee-98ac-a0dc4569a84c,0.000574576881717803,0.116817694709775
693,203021486,Corio - Lovely Banks,74.351,https://linked.data.gov.au/dataset/asgsed3/SA2/203021486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438,13,1557,29677,30.9,26.4,19.8,2.6,1.2,9.4,1.1,8.5,762,24.9,33.7,26.9,3.9,1.1,1.8,4.9,2.8,a18d3236-5790-48fc-a7f6-ba4cbfd464f6,0.00763173627319702,0.606537694669792
742,205031092,Wilsons Promontory,481.5078,https://linked.data.gov.au/dataset/asgsed3/SA2/205031092,7,46,0.6,73486,82682,100,,,,,,,9,46,,,2564,,,,,,,,6,46,0.5,73640,77173,,,,,,,,,,,,,,,,,,25,75,,,,,41.7,1333,,50,62.5,,,,,,164d9c3c-5dd3-4f7a-a7ab-6f193243b10e,0.0500414563762206,2.30548242112701
730,205021080,Alps - East,2071.2834,https://linked.data.gov.au/dataset/asgsed3/SA2/205021080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44e0a599-e210-4302-9602-7c53685eb859,0.209668709496782,3.42192839233697
1028,212041566,Keysborough - South,23.6738,https://linked.data.gov.au/dataset/asgsed3/SA2/212041566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004,38.1,2569,37928,18.3,20.6,30.7,8.1,4.3,13.7,0.5,3.7,1241,9.5,23.2,43,13.2,4.3,1.7,4.6,0.8,b56d56c4-e2ae-4750-b13f-b5fa6630533b,0.00242910367842342,0.204336637499672
991,212021293,Berwick - North,19.748,https://linked.data.gov.au/dataset/asgsed3/SA2/212021293,12155,41,797.2,55888,65589,75.2,1716,46,41.1,10987,23951,6,10104,48,160,166,15832,16.8,301,60,8.6,17164,28407,1.2,14028,45,971.4,54102,69250,5.04,1.87,0.37,0.16,0.472,9,21.4,32.6,24.1,24.3,25.1,26.5,1841,174.9,3512,95027,23.3,21.3,26.7,8.5,5.2,8.7,0.7,5.7,1117,13.6,26,35.6,11.8,4.7,1.9,4.4,2.1,896e8ba2-b455-482c-8f5d-a6ff62ba932b,0.00202626567943298,0.237934076719001
979,211051283,Mount Evelyn,16.9894,https://linked.data.gov.au/dataset/asgsed3/SA2/211051283,5427,40,331.5,53209,61083,79.3,907,46,24.2,14668,26671,8.5,3879,44,24.3,80,6268,10.6,99,58,2.5,15163,25148,0.9,5938,43,364.1,52241,61317,4.19,1.78,0.43,0.21,0.409,4.6,15.8,26.6,22.2,27.9,26.9,23,521,18.7,2106,35968,23.9,23.8,30,8,3,7.6,0.7,3.1,1101,12.1,28.2,40.8,9.5,2.5,1.2,4.7,1.2,e886e623-ae22-413b-b742-cef3a843b66f,0.0017377581425535,0.224832603703457
942,210051545,Roxburgh Park - North,3.4138,https://linked.data.gov.au/dataset/asgsed3/SA2/210051545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,11.7,2677,40812,35.4,20.8,17.5,2.7,1.1,13.5,1.8,7,745,24.1,34.1,26.7,3.4,0.8,2.9,5.4,2.4,c4ac01dc-fe54-4edb-9ae0-c90dea2403ec,0.00034843170806198,0.095422841205646
785,206041508,Southbank (West) - South Wharf,0.8496,https://linked.data.gov.au/dataset/asgsed3/SA2/206041508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,109.9,2378,133969,11,17.8,31.4,12.8,10.9,7.9,0.4,7.7,1575,7,15.4,37.1,18,15.3,3.7,3.1,0.5,995c3b26-18df-484c-9529-4a69df5287f2,8.69664468154951E-05,0.0627236331994029
885,209031215,Wattle Glen - Diamond Creek,26.8245,https://linked.data.gov.au/dataset/asgsed3/SA2/209031215,8411,42,595.6,60473,70814,80.2,1062,46,27.4,11009,25757,5.7,6711,46,66.2,160,9868,12.3,189,59,6.1,24010,32104,1.3,9224,44,668.9,59703,72518,4.48,1.82,0.41,0.19,0.436,7.1,18.6,29.2,20.5,23.7,25.1,30.7,1073,40.2,2384,37482,20.4,20.3,29.8,11.1,5.9,8.6,0.5,3.6,1361,8.8,20.3,42.8,15.3,5.1,1.2,5.2,1.3,6d468725-4906-46eb-b612-33aae1321b05,0.00273933824564665,0.352760296191517
1134,215031402,Kerang,146.6076,https://linked.data.gov.au/dataset/asgsed3/SA2/215031402,1674,43,81.5,45100,48691,69.1,392,58,6.6,9444,16753,10.2,1416,54,11.6,311,8222,18.8,41,52,0.7,13339,18143,1.5,1975,50,95.7,42710,48442,5.48,1.74,0.32,0.1,0.453,5.4,16.9,28,31.3,28.5,26.9,13.2,250,9.2,4389,36971,33.6,27.3,18.3,2.9,1.3,5.3,1.2,10.1,681,27.8,34,23.6,3.2,1.3,1.4,3.7,5.1,bf53ed8e-8451-4d13-954f-31d6b78349f2,0.0146042927494818,0.765930975481003
1034,212051325,Mulgrave,10.7189,https://linked.data.gov.au/dataset/asgsed3/SA2/212051325,10336,39,647.2,54444,62621,76.7,1651,41,35.2,10877,21335,7.3,8399,43,53,144,6313,14.3,194,60,5.4,22319,27624,1.1,11690,42,708.3,50387,60592,5.12,1.86,0.36,0.15,0.452,5.8,18,29.3,26.8,24.9,25.5,22.8,1505,62.7,2826,41631,25.1,20.7,26.2,7.7,3.7,10.7,0.8,5.2,1065,15.9,25.2,35.4,11,3.6,2.5,4.8,1.6,420c6ca6-7fd5-4995-9cad-39e4d8fbb221,0.00109835404919068,0.206916922183838
985,212011547,Bunyip - Garfield,365.9627,https://linked.data.gov.au/dataset/asgsed3/SA2/212011547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559,175.4,4506,313847,23.3,22.6,25.8,6.6,3.3,8.1,0.9,9.5,1041,14.3,27.5,36.2,8,3.3,1.6,5.9,3.1,3411f553-ebbb-4b40-b12b-409c97a30ad1,0.0375783961508205,1.07640392226271
1091,213051582,Tarneit (West) - Mount Cottrell,36.7062,https://linked.data.gov.au/dataset/asgsed3/SA2/213051582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,6.7,1621,17166,13.3,24.4,32.4,6.5,1.7,13.4,0.7,7.5,1088,9.5,30.3,43.5,7.7,1.4,1.1,5.2,1.3,37fd03ed-065c-455d-a13d-e4406d29b732,0.00375622527371888,0.335169306214055
759,206011495,Brunswick - North,2.4091,https://linked.data.gov.au/dataset/asgsed3/SA2/206011495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1268,56.9,1448,44866,19.9,21.6,30.6,11.4,7.3,5.2,0.3,3.7,1421,11.9,17.6,36.8,17.5,9.4,1.5,4.8,0.7,266819ac-56ce-4fb7-9f2b-db2590ef150f,0.000246286439960386,0.0749112132615678
1068,213041360,Taylors Hill,5.9679,https://linked.data.gov.au/dataset/asgsed3/SA2/213041360,10194,39,666.1,58027,65347,84.6,1268,42,28.7,11992,22654,6.5,7032,41,26.1,35,3716,8,121,54,3.3,12820,26988,0.5,10899,41,701.5,56042,64363,4.26,1.76,0.41,0.22,0.405,4.4,15.3,26.1,21.5,24.9,27.4,26.2,846,30.7,2128,36331,21.6,19.6,28.5,7.9,3.6,13.1,0.9,4.8,1142,11.8,25.3,42.2,10.1,2.7,1.4,4.9,1.8,0be58672-02e2-4760-89f2-0ebfd134d33f,0.000609776485816838,0.106093204669615
189,109031181,Corowa Surrounds,4495.1557,https://linked.data.gov.au/dataset/asgsed3/SA2/109031181,3203,43,164.2,48520,51278,68.8,887,53,7.4,5722,8299,10.2,2598,53,19.9,362,7656,18.1,150,60,4.3,20619,28714,2.4,3947,49,187.4,44186,47488,6.14,1.75,0.28,0.08,0.495,4.9,17.2,28.5,31.1,27.5,27,14.3,473,25.8,2766,54595,30,25,23.1,3.5,1.6,5,1,10.8,814,23.3,29.8,29,4,2,2,6,3.7,8edc6e60-b50a-4aad-8452-88171a19c254,0.447338538985605,5.38153793094757
736,205021086,Paynesville,417.8856,https://linked.data.gov.au/dataset/asgsed3/SA2/205021086,2646,48,138,43575,52143,63.2,622,55,10.3,9337,16563,9,2549,59,24.9,437,9786,23.6,163,60,5.3,23345,32637,2.9,3565,55,173.7,37891,48724,7.86,2.01,0.26,0.07,0.517,7.5,21.5,33.6,36.4,27.4,20.7,15.5,524,23.7,7539,45279,34.5,26.7,18.2,3.5,2.4,5.8,1,7.8,729,25.2,35.4,24.1,4,2.6,1.8,3.9,3.4,6fedd11b-d4d9-47ff-a00f-1e34918de0be,0.042841693005812,1.46575827036368
805,206071143,Fitzroy North,2.5051,https://linked.data.gov.au/dataset/asgsed3/SA2/206071143,8245,35,703,65444,85267,77.8,1599,40,65.7,9462,41092,7.4,6683,39,108.2,311,16197,13.1,154,63,5.8,21780,37741,0.9,8629,37,831.1,67265,96319,5.04,1.93,0.38,0.19,0.515,11.3,26.9,38.1,19.3,20.6,22.2,37.9,1640,98.1,2328,59794,17.5,17.5,29.7,12.9,12.4,4.5,0.4,5.1,1627,12.3,14.7,30.8,19.9,15.4,1.4,4.6,1,5a6e6acb-28c6-4572-9a8d-e2a9490cf295,0.000256209690633113,0.0696763635285429
1137,215031405,Swan Hill Surrounds,5759.5788,https://linked.data.gov.au/dataset/asgsed3/SA2/215031405,3324,38,149.9,39626,45107,69.8,1120,53,33.4,11189,29864,16.1,2362,49,21.3,320,9010,12.5,75,54,1.3,9504,17126,0.8,3739,45,192.9,43685,51604,5.14,1.82,0.35,0.14,0.482,7.6,19.5,30.6,30.1,28.5,25.7,15.7,350,16.2,4560,46414,25.8,26.1,23.4,3.4,1.8,6.4,1.1,12,866,20.4,30.4,30.5,4.3,2,2.2,6.6,3.3,b3c92518-495c-4c11-8a25-c76756ebaed4,0.569576795854573,6.53680508668819
1114,214021385,Somerville,117.354,https://linked.data.gov.au/dataset/asgsed3/SA2/214021385,10112,40,613.5,52910,60673,76.5,1699,48,39.4,13390,23177,8.2,7732,47,81.7,108,10573,13.3,259,59,7.8,21598,29931,1.3,11353,44,710.6,51734,62592,4.14,1.77,0.43,0.2,0.432,6.7,18.6,29.3,22.4,28.3,27,22.3,1083,66.1,3133,61010,23.2,24.9,28.4,6.6,3.2,7.1,0.8,5.9,1058,14.1,27.8,38.1,9,2.9,1.9,4.4,1.9,1ac07631-c0c0-442c-8d3f-c73d8d64fcc7,0.0120766345112315,0.512954001156874
782,206041505,Melbourne CBD - West,1.0051,https://linked.data.gov.au/dataset/asgsed3/SA2/206041505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234,94.3,1102,76396,16.3,25,27.5,7.7,4,10.1,0.4,9.1,1116,12.4,23.4,36.2,11.6,6.2,6.4,3.1,0.7,4ea8385f-4312-46a1-8cad-f05377d1aa94,0.000102868953490542,0.0473500350798068
999,212021553,Berwick - South East,9.8836,https://linked.data.gov.au/dataset/asgsed3/SA2/212021553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045,35.2,2172,33716,19.6,20.3,29.6,9.2,4.5,12.2,0.6,4.2,1223,9.5,23.8,44.5,12.1,3,1.2,5,0.9,89c6cb0d-eedc-4f5d-b14a-e3a775791eed,0.00101470115760094,0.160270964518946
928,210051242,Broadmeadows,8.8268,https://linked.data.gov.au/dataset/asgsed3/SA2/210051242,5807,32,250.5,37853,43137,79.7,1319,33,21.2,12692,16101,13.7,2849,34,8.9,17,3114,4.9,107,48,1.9,10000,17493,1.1,6165,33,268,36715,43471,4.35,1.83,0.42,0.2,0.42,5.1,16.5,27.2,34.1,33.4,23.2,9.3,322,14.6,1441,45373,33.1,23.7,16.5,1.7,0.7,9.3,1.6,13.3,677,30.1,31.4,24.5,3,0.6,3.3,4.2,2.9,3c70bd22-62d8-429a-967e-7999f0fb2301,0.00090157265549351,0.157904512620892
922,210031537,Oak Park,2.3533,https://linked.data.gov.au/dataset/asgsed3/SA2/210031537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654,24,1332,36726,17.9,20.7,31.1,11.1,5.6,8,0.5,5.2,1371,10.3,20.1,39.9,16.7,6.5,1.9,3.2,1.7,526197dc-cff8-49b6-bce7-866227c9389b,0.000240532374391478,0.115127028180107
951,211011446,Boronia,11.2631,https://linked.data.gov.au/dataset/asgsed3/SA2/211011446,12503,39,753.7,55167,60278,82.3,1622,44,33.8,12425,20823,6.5,9038,43,31.3,76,3467,9.4,269,59,7.1,18515,26330,1.2,13499,41,786.2,52664,58245,4.1,1.67,0.41,0.18,0.398,4.6,15.2,25.7,23.1,26.5,30.3,20,1228,34.3,1633,27925,23.5,23.8,29,6.6,2.2,7.8,0.5,6.6,1024,15.7,28.9,38.1,8.4,2.1,1.3,3.7,1.7,26a25b6c-9c98-49f6-8619-e77a3d4011a7,0.00115311951776675,0.235325352704513
945,211011255,Lysterfield,18.494,https://linked.data.gov.au/dataset/asgsed3/SA2/211011255,4002,42,284.2,56638,71015,77.5,494,48,15.2,14511,30825,5.9,3401,47,49,317,14422,15.3,57,59,2.2,24732,39176,0.8,4490,45,335.2,58064,74649,4.67,1.9,0.41,0.19,0.467,7.7,20.6,31.9,21,24.4,24.6,30.1,566,28.6,3105,50479,19.7,20.1,28.5,10.1,7.4,9.7,0.7,3.8,1397,8.3,18.4,42.5,16.5,7.1,1.4,3.9,1.3,e4e4e242-721b-47be-8f8d-14ef322b2b3d,0.0018951147626467,0.214261566662073
1045,213011335,St Albans - South,6.2647,https://linked.data.gov.au/dataset/asgsed3/SA2/213011335,8078,34,362.7,41269,44896,82.6,1303,34,22.9,14858,17592,9.6,4624,36,7.6,30,1648,6.6,117,52,2,9988,17072,0.8,8507,36,376.1,39537,44209,4.38,1.71,0.39,0.19,0.412,4.5,15.6,26.3,33.6,31.3,25.6,9.5,508,12.6,1159,24900,31.6,22.7,17.6,1.9,0.6,12.5,1.3,11.7,683,29.3,31.9,25.1,3.2,0.5,3.5,4.5,2,5defd473-3b29-457b-add7-13b95989c99b,0.000640534502053924,0.137851419874497
876,209021524,Reservoir - North West,4.5297,https://linked.data.gov.au/dataset/asgsed3/SA2/209021524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,29.5,3226,60925,32.5,21,21.7,4.8,2.2,9,0.9,7.8,857,23.2,27.2,30.8,6.2,2.3,3,4.8,2.8,9c17b513-2b7a-410e-a380-c1495fb026f0,0.000462822622012027,0.117292616691758
1022,212041318,Springvale South,4.56,https://linked.data.gov.au/dataset/asgsed3/SA2/212041318,6521,37,301.1,42951,46178,84,809,39,15.3,13379,18973,7.2,3905,39,8.1,56,2068,7.8,81,59,1.9,9920,23405,0.7,6870,38,311.8,41646,45387,4.23,1.65,0.39,0.19,0.404,4.2,15.4,26,30.3,34.4,25.5,9.8,480,12.1,1262,25269,28.4,26.9,20.1,2.1,0.7,15,1.2,5.5,792,22.3,34.7,29.5,3,0.7,2.9,5.6,1.3,f962eb97-6284-44c0-9c5a-d752feb4f06d,0.00046753312153669,0.109090491453833
